player,team,gameInfo,salary,value,completionsAttempts,passingYards,passingTouchdowns,interceptionsThrown,rushingAttempts,rushingYards,rushingTouchdowns,receptions,targets,receivingYards,receivingTouchdowns,fantasy,positionRank,overallRank,opponentDefensiveRank
Tom Kennedy,Detroit Lions,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Brandon Smith,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Mason Kinsey,Tennessee Titans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
David Sills V,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Tarik Black,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Christian Watson,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Britain Covey,Los Angeles Rams,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Dennis Houston,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Montrell Washington,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Danny Gray,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Tyquan Thornton,Kansas City Chiefs,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Isaiah Hodgins,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Brandon Johnson,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Lance McCutcheon,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Austin Trammell,Jacksonville Jaguars,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Jonathan Mingo,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Tank Dell,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Derius Davis,Los Angeles Chargers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Xavier Smith,Los Angeles Rams,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Rakim Jarrett,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Xavier Gipson,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Ronnie Bell,Detroit Lions,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Colton Dowell,Tennessee Titans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Parker Washington,Jacksonville Jaguars,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Cephus Johnson,Jacksonville Jaguars,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Malik Cunningham,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Shedrick Jackson,Las Vegas Raiders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Jason Brownlee,Kansas City Chiefs,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Elijah Cooks,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Anthony Gould,Indianapolis Colts,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Javon Baker,New England Patriots,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Mason Tipton,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Kameron Johnson,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Bub Means,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Jacob Cowing,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Bryce Ford-Wheaton,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Ryan Flournoy,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Ryan Miller,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Bryce Oliver,Tennessee Titans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Kevin Austin Jr.,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Nikko Remigio,Kansas City Chiefs,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Kaden Davis,Cleveland Browns,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Jared Wayne,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
